,princeton_positions,o_net_titles,similarity_score
1261,Key Account Director,Bill and Account Collectors,0.2886751345948129
1262,Dermatology Resident,Food Preparation Workers,0.0
1263,Adjunct teacher,Food Preparation Workers,0.0
1264,Junior Assistant Resident,Food Preparation Workers,0.0
1265,Senior machine learning system engineer,Sewing Machine Operators,0.25819888974716115
1266,Private Wealth Analyst,"Cooks, Private Household",0.3333333333333334
1267,Director of Product Management,Management Analysts,0.35355339059327373
1268,Rector,Food Preparation Workers,0.0
1269,?Dermatologist,Food Preparation Workers,0.0
1270,Director of Sales,First-Line Supervisors of Retail Sales Workers,0.4364357804719848
1271,Pediatric Anesthesiologist,Pediatric Surgeons,0.4999999999999999
1272,Photographer,Food Preparation Workers,0.0
1273,Postdoctoral Researcher,Food Preparation Workers,0.0
1274,PGY-6 Chief Resident,Chief Executives,0.408248290463863
1275,Director of Workday Innovation Services,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",0.3721042037676254
1276,Group Chief Executive Officer,Executive Secretaries and Executive Administrative Assistants,0.35355339059327373
1277,Lead Data Analyst,Data Scientists,0.408248290463863
1278,Senior Marketing Coordinator,Marketing Managers,0.408248290463863
1279,Stunt Actor,Food Preparation Workers,0.0
1280,Toxics and Plastics Campaigner,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
1281,Head of Voice,Chefs and Head Cooks,0.2886751345948129
1282,Human Capital Consultant,Human Resources Specialists,0.3333333333333334
1283,Higher Education Consulting Senior Analyst,"Education Teachers, Postsecondary",0.25819888974716115
1284,Freelance Copywriter,Food Preparation Workers,0.0
1285,Quality Engineer,Quality Control Analysts,0.408248290463863
1286,Associate Technical Engagement Manager,Technical Writers,0.35355339059327373
1287,Co-Chair,Food Preparation Workers,0.0
1288,Marketing Consultant,Marketing Managers,0.4999999999999999
1289,Domain Expert,Food Preparation Workers,0.0
1290,Content Creator,Food Preparation Workers,0.0
1291,Principal Research Scientist,Clinical Research Coordinators,0.3333333333333334
1292,Director,Food Preparation Workers,0.0
1293,Enterprise Risk Manager,Financial Risk Specialists,0.3333333333333334
1294,Senior Equity Research Associate,Clinical Research Coordinators,0.2886751345948129
1295,Software Development Manager III,Software Developers,0.35355339059327373
1296,Android Engineer,Food Preparation Workers,0.0
1297,Medical Science Liaison,Medical Transcriptionists,0.408248290463863
1298,Cardiology Fellow,Food Preparation Workers,0.0
1299,Healthcare Investment Banking Associate,Healthcare Social Workers,0.2886751345948129
1300,Business Operations Analyst,"Business Operations Specialists, All Other",0.5163977794943223
1301,Venture Lead,Food Preparation Workers,0.0
1302,Dean,Food Preparation Workers,0.0
1303,Securitized Products Trader,"Graders and Sorters, Agricultural Products",0.25819888974716115
1304,Assistant Concertmaster,Food Preparation Workers,0.0
1305,Voice Over Artist,Food Preparation Workers,0.0
1306,Social Science Research Analyst,Social Science Research Assistants,0.75
1307,Product Management,Management Analysts,0.4999999999999999
1308,Executive Associate,Executive Secretaries and Executive Administrative Assistants,0.4999999999999999
1309,Campaign Coordinator,Food Preparation Workers,0.0
1310,Security Software Engineer II,Security Managers,0.35355339059327373
1311,CX Insights Researcher,Food Preparation Workers,0.0
1312,Information Management Officer,Management Analysts,0.408248290463863
1313,Second Violin,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.17677669529663687
1314,Denver Recruiting Director,Food Preparation Workers,0.0
1315,Account Executive,Executive Secretaries and Executive Administrative Assistants,0.4999999999999999
1316,Pain Medicine Physician,Physician Assistants,0.408248290463863
1317,Senior Account Manager,Bill and Account Collectors,0.2886751345948129
1318,Principal and General Counsel,General and Operations Managers,0.5
1319,Lecturer,Food Preparation Workers,0.0
1320,Corporate Communications Lead,"Communications Teachers, Postsecondary",0.3333333333333334
1321,Planner II,Food Preparation Workers,0.0
1322,Internal Medicine Specialist,General Internal Medicine Physicians,0.5773502691896258
1323,Multimedia Producer,Food Preparation Workers,0.0
1324,Marriage and Family Therapist,Marriage and Family Therapists,0.75
1325,Internal Medicine Resident Physician,General Internal Medicine Physicians,0.5
1326,Operating Executive,Executive Secretaries and Executive Administrative Assistants,0.4999999999999999
1327,Associate Policy Researcher,Climate Change Policy Analysts,0.2886751345948129
1328,Senior Launch Manager,Aircraft Launch and Recovery Specialists,0.25819888974716115
1329,Principal Investor,Food Preparation Workers,0.0
1330,Credit Analyst,Credit Counselors,0.4999999999999999
1331,National Director,Food Preparation Workers,0.0
1332,Senior Intelligence Officer,Intelligence Analysts,0.408248290463863
1333,Localization Design Consultant,Food Preparation Workers,0.0
1334,Senior Lead Program Manager,Food Preparation Workers,0.0
1335,Clinical Research Analyst,Clinical Research Coordinators,0.6666666666666669
1336,Financial Analyst II,Financial Examiners,0.408248290463863
1337,Senior Business Development Analyst,Business Continuity Planners,0.2886751345948129
1338,Freight Associate,Freight Forwarders,0.4999999999999999
1339,Biotech investor,Food Preparation Workers,0.0
1340,Workday Associate Manager,Food Preparation Workers,0.0
1341,Clinical Psychology Research Fellow,Clinical Research Coordinators,0.5773502691896258
1342,Legal Counsel,Paralegals and Legal Assistants,0.35355339059327373
1343,Software Engineer P3,Software Developers,0.408248290463863
1344,Associate Program Coordinator,Food Preparation Workers,0.0
1345,Treasury Analyst,Food Preparation Workers,0.0
1346,International Strategist,Food Preparation Workers,0.0
1347,Program Director,Food Preparation Workers,0.0
1348,Engineering Director,Automotive Engineering Technicians,0.408248290463863
1349,Oral and Maxillofacial Surgeon,Oral and Maxillofacial Surgeons,0.75
1350,Seasonal Support Associate,Computer Network Support Specialists,0.2886751345948129
1351,Program Assistant,Food Preparation Workers,0.0
1352,Video Producer,Video Game Designers,0.408248290463863
1353,Integrated Marketing Manager,Marketing Managers,0.408248290463863
1354,Medical Scribe,Medical Transcriptionists,0.4999999999999999
1355,Visiting fellowship,Food Preparation Workers,0.0
1356,Editorial Director,Food Preparation Workers,0.0
1357,Control Engineer,Animal Control Workers,0.408248290463863
1358,Research Health Scientist,Clinical Research Coordinators,0.3333333333333334
1359,Graduate Student Affiliate,Food Preparation Workers,0.0
1360,Strategy & Operations Lead,Airfield Operations Specialists,0.3333333333333334
1361,Executive Assistant,Executive Secretaries and Executive Administrative Assistants,0.4999999999999999
1362,Area Manager,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.26726124191242434
1363,Planning Director,"Production, Planning, and Expediting Clerks",0.3162277660168379
1364,Business Development Account Manager,Business Continuity Planners,0.2886751345948129
1365,Community Development Coordinator,Community Health Workers,0.3333333333333334
1366,Senior Member Of Technical Staff,Technical Writers,0.3162277660168379
1367,Senior Technical Editor,Technical Writers,0.408248290463863
1368,Mid Market Account Executive,Executive Secretaries and Executive Administrative Assistants,0.35355339059327373
1369,English Teaching Assistant,"Teaching Assistants, Postsecondary",0.3333333333333334
1370,Lead Data Science Engineer,Data Scientists,0.35355339059327373
1371,Strategic Partnerships Manager,Food Preparation Workers,0.0
1372,Second Grade Bilingual Teacher,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.125
1373,Applied Scientist II,Food Preparation Workers,0.0
1374,Private Debt and Equity Senior Analyst,Private Detectives and Investigators,0.4082482904638631
1375,Project 55 Fellow,Project Management Specialists,0.3333333333333334
1376,Orthopedic Surgery Resident,"Orthopedic Surgeons, Except Pediatric",0.2886751345948129
1377,Investment Advisor,Investment Fund Managers,0.408248290463863
1378,Senior Photonics Architect,Photonics Engineers,0.408248290463863
1379,Creative Content Producer,"Poets, Lyricists and Creative Writers",0.25819888974716115
1380,Litigation Attorney,Food Preparation Workers,0.0
1381,Director I,Food Preparation Workers,0.0
1382,Research Editor,Clinical Research Coordinators,0.408248290463863
1383,Interventionist,Food Preparation Workers,0.0
1384,Office and Communications Manager,"Computer, Automated Teller, and Office Machine Repairers",0.3779644730092272
1385,Associate Technical Staff,Technical Writers,0.408248290463863
1386,Transportation Analyst,Transportation Inspectors,0.4999999999999999
1387,Teacher of Writing,Cleaners of Vehicles and Equipment,0.25819888974716115
1388,Solution Consultant,Food Preparation Workers,0.0
1389,Senior Solutions Engineer,Food Preparation Workers,0.0
1390,Administrative Associate,Administrative Services Managers,0.408248290463863
1391,Senior Salesforce Developer,Food Preparation Workers,0.0
1392,Business Operations & Product Strategy,"Business Operations Specialists, All Other",0.4472135954999579
1393,Film Writer,Film and Video Editors,0.35355339059327373
1394,Lead Analyst,Food Preparation Workers,0.0
1395,Coastal Planner,Food Preparation Workers,0.0
1396,Senior Strategy Advisor,Food Preparation Workers,0.0
1397,Documentary Filmmaker,Food Preparation Workers,0.0
1398,Business Operations Lead,"Business Operations Specialists, All Other",0.5163977794943223
1399,Deputy Solicitor General,"Dentists, General",0.408248290463863
1400,USD Swaps Trading Analyst,Food Preparation Workers,0.0
1401,Research Program Coordinator,Clinical Research Coordinators,0.3333333333333334
1402,Master,Food Preparation Workers,0.0
1403,Podcast Consultant,Food Preparation Workers,0.0
1404,Development Writer,Training and Development Managers,0.35355339059327373
1405,Strategic Finance Senior Lead,Food Preparation Workers,0.0
1406,Associate Product Marketing Manager,Marketing Managers,0.35355339059327373
1407,Research Marine Biologist,Clinical Research Coordinators,0.3333333333333334
1408,Assistant City Prosecutor,Food Preparation Workers,0.0
1409,Principal Investigator,Food Preparation Workers,0.0
1410,Compliance Director,Compliance Managers,0.4999999999999999
1411,Web Modernization Lead,Web Administrators,0.408248290463863
1412,New Cities Expansion/Fundraising Advisor,Fundraising Managers,0.3162277660168379
1413,Associate Intern,Food Preparation Workers,0.0
1414,Operations Research Analyst,Operations Research Analysts,0.6666666666666669
1415,Affiliated Lecturer,Food Preparation Workers,0.0
1416,Co-General Manager,"Dentists, General",0.408248290463863
1417,Research Analyst I,Clinical Research Coordinators,0.408248290463863
1418,Product Marketing Manager II,Marketing Managers,0.35355339059327373
1419,Sommelier,Food Preparation Workers,0.0
1420,Proposal and Capture Strategist,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.36380343755449945
1421,Senior Platform Associate,Food Preparation Workers,0.0
1422,Design Engineer,Food Preparation Workers,0.0
1423,Senior Media Coordinator,Media Programming Directors,0.3333333333333334
1424,Software Engineering Vice President,Software Developers,0.35355339059327373
1425,Writing & Essay Specialist,Food Preparation Workers,0.0
1426,Professional Musician,Food Preparation Workers,0.0
1427,Personal Lead,Personal Financial Advisors,0.408248290463863
1428,Project Manager Walzwerk,Project Management Specialists,0.3333333333333334
1429,Marketing Coordinator,Marketing Managers,0.4999999999999999
1430,Human Resources Manager,Human Resources Specialists,0.6666666666666669
1431,Freelance Digital Artist,Digital Forensics Analysts,0.3333333333333334
1432,Coordinator,Food Preparation Workers,0.0
1433,News and Features Editor,"News Analysts, Reporters, and Journalists",0.4472135954999579
1434,Vital Program Manager,Food Preparation Workers,0.0
1435,Science Payload Uplink Lead,Forensic Science Technicians,0.2886751345948129
1436,Design Program Manager,Food Preparation Workers,0.0
1437,Teaching Faculty,"Teaching Assistants, Postsecondary",0.408248290463863
1438,Office Assistant,"Office Clerks, General",0.408248290463863
1439,Chief of Service,First-Line Supervisors of Personal Service Workers,0.4364357804719848
1440,Biomechanical Design Lead,Food Preparation Workers,0.0
1441,Service and Safety Agent,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.5
1442,Legal Associate,Paralegals and Legal Assistants,0.35355339059327373
1443,Policy Research Assistant,Clinical Research Coordinators,0.3333333333333334
1444,Media Director,Media Programming Directors,0.408248290463863
